"","subjNum","rxnTime","responses","timedOut","noMemory","Scene.File","Category","CatNum","ImNum","Face.File","Condition","Version","Subject.Repetition"
"377","078",28166.9000000954,"a rink that has a roof lit up in pink/red lights.",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_9.jpg","Competitive",3,7
"177","078",43391,"people skating in the same direction. There is a person in the background who is holding onto a orange cone and has a red jacket on.",0,"false","fMRI Images/indoor_9_5.jpg","Ice Skating",9,5,"Face Stimuli/face_13.jpg","Competitive",3,7
"478","079",40580.7000000002,"A library with 2 fans, art of baby, old dusty books, magazine covers, wooden tables\n",0,"false","fMRI Images/indoor_3_16.jpg","Library",3,16,"Face Stimuli/face_3.jpg","Baseline",4,7
"178","079",20582.1000000001,"soccer field, \""ward field\"", grass pitch, grey team, soccer goals, fans",0,"false","fMRI Images/outdoor_10_12.jpg","Soccer Stadium",10,12,"Face Stimuli/face_5.jpg","Baseline",4,7
"578","079",16281,"ice skating arena, lots of people on the ice skating, bleachers\n",0,"false","fMRI Images/indoor_9_11.jpg","Ice Skating",9,11,"Face Stimuli/face_6.jpg","Baseline",4,7
"678","079",16598.8999999999,"pool with 9 circular hanging lights, 4 deck chairs inside, bright blue water\n",0,"false","fMRI Images/indoor_1_5.jpg","Indoor Pool",1,5,"Face Stimuli/face_8.jpg","Baseline",4,7
"378","079",16947.8,"water swamp with lily pads and 3 trees in the background\n",0,"false","fMRI Images/outdoor_14_22.jpg","Pond",14,22,"Face Stimuli/face_9.jpg","Baseline",4,7
"278","079",14081.8999999999,"a city with a taxi driving and lady walking on side road\n",0,"false","fMRI Images/outdoor_8_26.jpg","Downtown Street",8,26,"Face Stimuli/face_13.jpg","Baseline",4,7
"179","080",38261.6000000015,"A street view with a very tall building on the right side and a blueish building in the upper left corner.",0,"false","fMRI Images/outdoor_8_26.jpg","Downtown Street",8,26,"Face Stimuli/face_3.jpg","Competitive",4,7
"479","080",53573.8000000007,"A front street view with lots of colorful advertisements in the back, one on the right half of the screen being for The Lion King. Reminded me of Times Square.",0,"false","fMRI Images/outdoor_8_16.jpg","Downtown Street",8,16,"Face Stimuli/face_5.jpg","Competitive",4,7
"279","080",49862.5999999978,"A street view with yellow stoplights and a close up sign on the right side of the screen reading \""Main &...\""",0,"false","fMRI Images/outdoor_8_3.jpg","Downtown Street",8,3,"Face Stimuli/face_6.jpg","Competitive",4,7
"379","080",36855,"A street view with the back of a car in the middle of the image. The license plate started with the number 6 and the stoplights were red.",0,"false","fMRI Images/outdoor_8_29.jpg","Downtown Street",8,29,"Face Stimuli/face_8.jpg","Competitive",4,7
"579","080",19566.6999999993,"A very wide pretty much empty road that looked like it was in the city.",0,"false","fMRI Images/outdoor_8_14.jpg","Downtown Street",8,14,"Face Stimuli/face_9.jpg","Competitive",4,7
"679","080",45030.5,"A road in the city that didn't have very colorful buildings. Two people were crossing the sidewalk on the left side of the screen, one wearing red pants and one wearing a red top.",0,"false","fMRI Images/outdoor_8_28.jpg","Downtown Street",8,28,"Face Stimuli/face_13.jpg","Competitive",4,7
"380","081",52115,"a pond with yellow flowers on the bottom right corner and trees lining the left side.",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_3.jpg","Baseline",5,7
"480","081",70497.9000000004,"an ice skating rink with bleachers on the far left side. There are nine flags hanging from the ceiling and an American flag in the top right. A boy wearing a blue jacket is skating in the middle.",0,"false","fMRI Images/indoor_9_14.jpg","Ice Skating",9,14,"Face Stimuli/face_5.jpg","Baseline",5,7
"180","081",87296.5999999996,"a soccer stadium during a game where one team's color is orange and the other is blue. The top row of fans are mostly wearing orange and the middle row is wearing blue. There is a little boy and an older man at the bottom and directly in the middle.",0,"false","fMRI Images/outdoor_10_24.jpg","Soccer Stadium",10,24,"Face Stimuli/face_6.jpg","Baseline",5,7
"680","081",59998.9000000004,"a busy city with a taxi that is about to turn right. There are skyscrapers and a building has a sign stating that it is 48 degrees outside and there are two men crossing the street.",0,"false","fMRI Images/outdoor_8_28.jpg","Downtown Street",8,28,"Face Stimuli/face_8.jpg","Baseline",5,7
"280","081",65397.5,"a long rectangular pool with tile floors and a lot of sunlight. There are five plants at the far end of the pool and lounge chairs along the right and left sides of the pool.",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_9.jpg","Baseline",5,7
"580","081",37131.5,"a two-story library with brown and slightly red coloring. There is a mural painted on the ceiling of the library.",0,"false","fMRI Images/indoor_3_19.jpg","Library",3,19,"Face Stimuli/face_13.jpg","Baseline",5,7
"681","082",83606,"a football stadium filled with fans dressed predominantly in orange, most likely the home team's colors, and the image is taken from a corner of the arena on one of the highest levels.",0,"false","fMRI Images/outdoor_10_24.jpg","Soccer Stadium",10,24,"Face Stimuli/face_3.jpg","Competitive",5,7
"581","082",100678.099999998,"a side view of a soccer field that currently held no players on it. The stands themselves weren't the focus of the image, and placed the field as the central part of the image. Across the field, there are three advertisements, and one is for Coca-Cola.",0,"false","fMRI Images/outdoor_10_5.jpg","Soccer Stadium",10,5,"Face Stimuli/face_5.jpg","Competitive",5,7
"381","082",59830.8999999985,"a football stadium with players on the field, taken from a top corner section of the stadium. Fans were dressed in cool tones, such as green and blue.",0,"false","fMRI Images/outdoor_10_25.jpg","Soccer Stadium",10,25,"Face Stimuli/face_6.jpg","Competitive",5,7
"481","082",38598.8000000007,"a side view of a soccer field with an arched banner on the opposite side.",0,"false","fMRI Images/outdoor_10_4.jpg","Soccer Stadium",10,4,"Face Stimuli/face_8.jpg","Competitive",5,7
"181","082",58062.8000000007,"a soccer field with checkered flags on the side nearest to the camera, and a cheveron-like pattern on the seating area.",0,"false","fMRI Images/outdoor_10_9.jpg","Soccer Stadium",10,9,"Face Stimuli/face_9.jpg","Competitive",5,7
"281","082",50070.6999999993,"a soccer field from directly on the side of the field, and there is a Brew House advertisement sign on the opposite end.",0,"false","fMRI Images/outdoor_10_12.jpg","Soccer Stadium",10,12,"Face Stimuli/face_13.jpg","Competitive",5,7
"282","083",70310.5,"An ice rink with children skating on the ice. the skaters are wearing winter gear and the ice rink appears to be in some sort of outdoor tent. There is also a boy with blue ice skates",0,"false","fMRI Images/indoor_9_15.jpg","Ice Skating",9,15,"Face Stimuli/face_3.jpg","Baseline",6,7
"582","083",112566.599999998,"An old fashioned library. The image was taken from the balcony/mezzanine that runs all the way around the room. The walls are lined with bookshelves and carved busts. There is a long table with chairs in the center of the room. The room is warmly lit",0,"false","fMRI Images/indoor_3_23.jpg","Library",3,23,"Face Stimuli/face_5.jpg","Baseline",6,7
"182","083",32422.4000000022,"A lake surrounded by evergreen trees. The water is calm and the sky is blue ",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_6.jpg","Baseline",6,7
"482","083",63182.6999999993,"An indoor swimming pool. The walls are white and there is rope running along the pitched ceiling. There is a white outdoor chair in the corner ",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_8.jpg","Baseline",6,7
"682","083",31206.9000000022,"a soccer stadium. the stadium is filled with fans some of whom are wearing yellow",0,"false","fMRI Images/outdoor_10_25.jpg","Soccer Stadium",10,25,"Face Stimuli/face_9.jpg","Baseline",6,7
"382","083",54950.8999999985,"a four way intersection in a city. There is a grey prius and a CVS pharmacy on the lefthand side of the street",0,"false","fMRI Images/outdoor_8_29.jpg","Downtown Street",8,29,"Face Stimuli/face_13.jpg","Baseline",6,7
"283","084",114238.599999994,"THERE IS A POND WITH BLUE SKY WITH AFEW CLOUDS. ACROSS THE POND THERE IS A SMALL SHORELINE LINED WITH LONG GRASS. THE TREES HAVE MUTLIPLE HUES BUT ARE ALL VERY VIVID, ALMOST A LIME GREEN COLOR. THE SHORE L;INE CURVES ALMOST AS ONE TREE IS IN MORE FOCUS AND IS A DARKER GREEN. ",0,"false","fMRI Images/outdoor_14_18.jpg","Pond",14,18,"Face Stimuli/face_3.jpg","Competitive",6,7
"383","084",129094.600000001,"THE POND HAS A VERY DEEP BLUE TO IT. A VERY BRIGHT BLUE SKY. THE TREES ARE MOST CONBFIFORS AND PINES. THEY ARE A DARK FOREST GREEN AND THE LIGHT SHINES THROUGH ON THE TOPS MAKING IT A LIGHTER GREEN. THERE IS A SMALL BEACH/DIP INTO THE WATER ON THE LEFT HAND SIDE WITH A DIRT SECTION AND SMALL PATCHED OF GRASS. ",0,"false","fMRI Images/outdoor_14_26.jpg","Pond",14,26,"Face Stimuli/face_5.jpg","Competitive",6,7
"683","084",93950.6000000015,"THE PIOND IS SLIGHTLY MUDDY AND LOOKS TO HAVE HEAVY SILT. THERE IS A SLIGHT ALMOST PURPLE HUE TO THE REFLECTION IN PLACES. ACROSS THE SHORE THERE ARE TWO DEAD TREES STANDING SEPERATE. THERE IS A HOUSE SITUATED IN THE DISTANCE OF THNE TREES ACROSS THE POND. ",0,"false","fMRI Images/outdoor_14_17.jpg","Pond",14,17,"Face Stimuli/face_6.jpg","Competitive",6,7
"483","084",65806.799999997,"THE POND WAS SLIGHTLY DARKER IN COLOR PAIRED WITH THE DARKER TREES AND THERI REFLECTION. THERE WAS YELLOW FLOWERS IN THE FOREGROUND WITH TALL GRASS ALSO NEAR IT IN THE FOREGROUND.",0,"false","fMRI Images/outdoor_14_25.jpg","Pond",14,25,"Face Stimuli/face_8.jpg","Competitive",6,7
"583","084",106598.899999999,"THERE WAS A FEILD OF WHAT LOOKED LIKE WHEAT TO BE IN THE BACKGROUND. THERE ARE A FEW TREES ALSO IN THE BACKGROUNDS ONE ALNONE AND TWO GREOUP TOGETHER. THE POND HAS LILY PADS AND A VERY GRASS SHORELINE. THE SKY HAS A LARGE CLOUD FRONT COMING IN WITH PINKISH PURPLE HUES IN THE SKY. ",0,"false","fMRI Images/outdoor_14_22.jpg","Pond",14,22,"Face Stimuli/face_9.jpg","Competitive",6,7
"183","084",90502.700000003,"TYHERE IS A DARK POND WITH CATTAILS IN THE FOREGROUND AD A FENCE IN THE BACK RIGHT HAND SIDE. THERE ARE DARK TREES THAT CAST A VERY DARK REFLECTION IN THE POND. THER IS ALSO GRASS AROUND THE EDGE OF THE POND. ",0,"false","fMRI Images/outdoor_14_19.jpg","Pond",14,19,"Face Stimuli/face_13.jpg","Competitive",6,7
"584","086",71958.6000000015,"A ROOM WITH WHITE WALLS AND A LIGHT BLUE POOL WITH LARGE POSTS WITH WORDS ON IT LABELING THE DEPTH OF THE POOL SUCH AS 7FT, 8FT, ",0,"false","fMRI Images/indoor_1_1.jpg","Indoor Pool",1,1,"Face Stimuli/face_3.jpg","Competitive",1,8
"184","086",43022.700000003,"A ROOM WITH A SMALL POOL IN IT SURROUNDED BY DARK BLUE CUSHIONED CHAIRS WITH SOME WINDOWS AND WHITE WALLS SURROUNDING IT",0,"false","fMRI Images/indoor_1_4.jpg","Indoor Pool",1,4,"Face Stimuli/face_5.jpg","Competitive",1,8
"484","086",58127,"A LARGE POOL THAT TAKES UP THE ENTIRETY OF THE BOTTOM OF THE IMAGE, IT IS A COOL BLUE COLOR AND THE POOL IS INSIDE A ROOM WITH WHITE WALLS WITH PURPLE/COLORFUL PAINTINGS ON THE WALLS",0,"false","fMRI Images/indoor_1_11.jpg","Indoor Pool",1,11,"Face Stimuli/face_6.jpg","Competitive",1,8
"284","086",68590.900000006,"A LARGE POOL THAT FLOWS OUT THROUGH A LARGE WINDOW/DOOR INTO THE OUTSIDE, THE ROOM THAT HOLDS A LARGE PART OF THE POOL IS WHITE LONG, THE POOL IS RECTANGULAR",0,"false","fMRI Images/indoor_1_3.jpg","Indoor Pool",1,3,"Face Stimuli/face_8.jpg","Competitive",1,8
"384","086",68878.8000000045,"A LARGE POOL WITH A GRID LIKE PATTERN ON THE BOTTOM INSIDE A ROOM THAT IS LINED WITH LARGE COLUMNS AS WELL AS SOME PLANTS, THE ROOF IS SOMEWHAT CURVED AND HAS WINDOWS/BARS ALONG IT",0,"false","fMRI Images/indoor_1_6.jpg","Indoor Pool",1,6,"Face Stimuli/face_9.jpg","Competitive",1,8
